channel_id,all_comment_count,eng_comment_count
UCEYlNI8wno2Xp7YUNdMN22A,25,11
UCE_0zvmu1pMYZAgqyjW6qsQ,29,19
UCE_BYUUN0I04cAmk1c40sTg,25,23
UCEakj6jI7jTklY8uOA4Tpig,67,60
UCEcLMPMI4b-pJpLrfnEvsvQ,65,51
UCEdvpU2pFRCVqU6yIPyTpMQ,32,17
UCEexyzp7gYKyCCt5IDuvF_A,27,3
UCEf_Bc-KVd7onSeifS3py9g,29,12
UCEf_IWYOziiG5XLx-Hl9A_A,25,6
UCEmAtcZ1COU1CE9pp_zX1Fw,10,7
UCEngNaaT3MS0H5EN7p2gXLA,32,7
UCEprB-U8g9k-IvhhxUGezJQ,29,23
UCErX4CQeesrYOs03fufBiHQ,33,23
UCEsXeMANIGwjoFgVcJ16QWA,67,18
UCEszEwlcXDgCxMfqHIpAZxw,31,26
UCEt1Ef_TQfkaEmjRmOWiFog,36,32
UCEtR1hAjm4M2yZxuk8-S8JA,130,98
UCEuOwB9vSL1oPKGNdONB4ig,62,32
UCEuiOszNd6msGgqsD0f9YAQ,10,10
UCEvthnNXQ2x_g1Q_OLtpF-g,32,27
UCEwd_VhwoyMnRAu5O8r0pzA,94,82
UCF-uUxo43IPpnEwnR62WGlA,22,18
UCF0-84qhSDVOq8i2I3jDVcA,32,31
UCF1iS7Bp9_hsQphNF6o8qwQ,7,7
UCF2pLTqtRYkFKv2u5Y5xOWA,31,27
UCF31eojFKhWQJviyMICWO2w,37,34
UCF7pSmWPyyKTXP9DxQ6KDUw,34,23
UCF9IOB2TExg3QIBupFtBDxg,35,31
UCF9OHrRasw-r4JcnBo4E2cg,35,34
UCFAeoB7W1iZe3gRg_0AJDLg,1,1
UCFBOYHkJJC-o8HHXRT9AQMg,34,29
UCFEpFpv82DGownPexhrpkZg,41,35
UCFIWUqnyVjeYUJVBW-1F5bg,35,30
UCFKqZCWb_6m43WZXl4vXQaA,32,14
UCFMkPeE8jiPirJMv9kttuIg,27,22
UCFN6lQpfY8XIRdhv9G-f4bg,22,21
UCFN_dQuFU6tXwVLXppqOwpA,18,11
UCFOK2D31p00E67zZQphDfKg,28,7
UCFPvnkCZbHfBvV8ApBBE0vA,27,21
UCFSJRBoQ2zwjGYLl6gEr3JQ,31,0
UCFSWlEpDBctm2ACzdU96YDg,23,18
UCFVM_zMWzOCMaQii3fCnCKA,29,20
UCF_ZRSDSX4DqY2GooDwX_AA,33,14
UCF_fDSgPpBQuh1MsUTgIARQ,120,82
UCFaSR7gUU39qJe-eDSiGY0A,29,25
UCFagkCTe3d4kFzLSBliNkXg,35,30
UCFdmd1JSZVHF2nCpudLfQDA,25,3
UCFhXFikryT4aFcLkLw2LBLA,82,66
UCFklhCzrv2UIVOsAEVaWzFg,27,2
UCFks_UAxc9zdWHAE75eWDDA,23,20
UCFmofUYwZd1Ibf_O3PF71jg,4,4
UCFtEEv80fQVKkD4h1PF-Xqw,4,3
UCFuIUoyHB12qpYa8Jpxoxow,41,2
UCFuq6XXJroQgEni1tvckmXg,20,17
UCFwS8sLuE4Du7VA_DDnhmeg,26,3
UCG10CJ-y-08b0DPQ1YQ345Q,66,50
UCG24bc5PU4ujXFlRe5gbRMA,33,10
UCG8Ek6j9-NW15qrCgJZdErA,28,27
UCGA2OgjW608QEaGwxA7aRTg,30,18
UCGBD7uXRwp_lb2Mpu2XupBQ,1,1
UCGBO6EahCqQSyXIws1MQdDg,14,13
UCGBpxWJr9FNOcFYA5GkKrMg,36,29
UCGBzBkV-MinlBvHBzZawfLQ,66,48
UCGDWEcTlImuSDo0_1P59rKQ,31,19
UCGJdzJQ3R1BpahSvcFq23HA,28,16
UCGNFqULihCOrP3-hOQ-rNEw,36,13
UCGPGirOab9EGy7VH4IwmWVQ,73,70
UCGQdOvu5tCRBTYA2niM69qg,38,32
UCGSPErEtUzPI4XIbU3fifiQ,62,46
UCGS_UGeS2t2HVqYx7r-L28w,9,5
UCGUH78bfJtJo6mqkSsWojgg,2,1
UCGY4QLnE_jyO1mao6oZXlxw,18,4
UCG_eo_4LsisqsSSkQMHGJGw,38,30
UCGaOvAFinZ7BCN_FDmw74fQ,61,38
UCGaVdbSav8xWuFWTadK6loA,36,36
UCGaotBFKgoaZamPb4sbEIYg,31,18
UCGfclwcB8i13_4tp_FJjqbQ,16,15
UCGfgKimGJ4yueKEtFVPpHtw,29,25
UCGgf_k1y-_d-4Eh922iCCJg,31,18
UCGm22n-02oom5R_1lITZyAw,28,22
UCGmcfA0BCjwIDVg3UvpxkxQ,19,13
UCGnjeahCJW1AF34HBmQTJ-Q,59,14
UCGomVNOsPDcNY8rhCbOV4lQ,31,8
UCGq-a57w-aPwyi3pW7XLiHw,33,28
UCGs1JjiRBEKMlVD4eUxJ2ww,36,33
UCGsIaIdB3eLErFObXcQRUqA,20,18
UCGsOxD9JEXYX20-mLWulREQ,10,8
UCGsYQnsvuTpWt8_mq-woDRw,36,28
UCGt7X90Au6BV8rf49BiM6Dg,30,20
UCGttrUON87gWfU6dMWm1fcA,31,23
UCGvbidYOdD8rH0LJlVmZb5g,32,6
UCGwu0nbY2wSkW8N-cghnLpA,62,48
UCGx_EAnpzRvVTwUUafJTN8A,29,23
UCGy7SkBjcIAgTiwkXEtPnYg,58,46
UCH-g5AQbCdDMtEmBtGXLXNQ,39,25
UCH0UL4tOI94XLOfK3gK82LA,4,0
UCH11eQQ-QyfppeMsQJU6fMg,31,28
UCH1oRy1dINbMVp3UFWrKP0w,10,8
UCH2-gDpyBkROtJV89J6o0tA,35,23
UCH4BNI0-FOK2dMXoFtViWHw,87,76
UCHB6BajpRntetI0g1g2jCiw,6,6
UCHCThmyZ-2yWkv0UVeBDdnQ,1,0
UCHCph-_jLba_9atyCZJPLQQ,26,19
UCHE7rAi1Fw1CBmQXFtvJmrw,28,17
UCHHfOQ4CA8JrtxpVk4-foDg,5,2
UCHOf-N-yRIHvcZpAcKnNIEQ,14,12
UCHPHV1vMBvc-hce4Z5xP88A,28,17
UCHPHVCq_Giziio_y8QEcHyA,1,1
UCHRx3w9GE3r-iqpvIKsTgeQ,24,22
UCHRxG4X0k8nH5tv4Vy2Jf1Q,24,21
UCHSOqo1eYLPaoY82fMs7_Rw,25,15
UCHUE4ypXKp7ZkmdWbGJNgJg,36,32
UCHXa4OpASJEwrHrLeIzw7Yg,68,58
UCHZfx2vngpEZuhybUux5K3A,31,9
UCH_9z5v40C6X9oF3sWzL6BA,24,22
UCH_eu1lvvxpgoFc2lVruhkQ,52,35
UCHaHD477h-FeBbVh9Sh7syA,57,47
UCHaoDjLMZLiH-tYB2jMMw8g,37,31
UCHiwMnZqF-6XkQAb2sOjaYQ,17,14
UCHkJ2mA6ES6bCl2JylZfEhg,36,5
UCHmPyPt4AkrU1es6kxk0OMA,24,17
UCHnyfMqiRRG1u-2MsSQLbXA,195,168
UCHpGOTBGfltnrLqxfJn6zog,57,50
UCHpw8xwDNhU9gdohEcJu4aA,5,4
UCHqjrJE84tmpT5VQS_CRJZw,7,1
UCHtrI4TzNgpka8t6WGfgbhQ,11,1
UCHy-NJupAkIDoOKFNRwlhjg,26,20
UCHzcS9Hm5dieyRWDMY-earw,25,22
UCI-Ho-GaKYbtMzXJWmWAsrg,33,22
UCI1aMrmoZtWyzSfvMewGwbw,7,4
UCI3H1FsjbdqGcLq93ZilV5g,63,47
UCIALMKvObZNtJ6AmdCLP7Lg,2,2
UCIDBp59M3O_n6tNnwUt9gyA,29,10
UCIEv3lZ_tNXHzL3ox-_uUGQ,26,25
UCIHdDJ0tjn_3j-FS7s_X1kQ,31,29
UCIIh7tXfL8z1QYGulViWEqA,3,3
UCIJ0lLcABPdYGp7pRMGccAQ,20,4
UCIJ7ElhHMlz9lKh8_-dh4rA,29,23
UCIJwWYOfsCfz6PjxbONYXSg,52,38
UCIKf6APAtIjhDOtJG4anPhg,7,7
UCIMasKY5YlgzcOmxVW4loaw,257,188
UCINvptL0z9VpYScsNIoup8A,30,21
UCIRYBXDze5krPDzAEOxFGVA,41,27
UCIWAwKP3_KcWned5aLqZHtw,85,62
UCIWPeSl1aL72F1NCuS4ePTQ,3,2
UCIWRaf6SYL0HLv6E5pdWv_g,31,24
UCIWZ1_W5BqsvW9fm1cYFPpQ,29,7
UCIan0GcAkqLmyl8qPbVpibg,24,0
UCIdMuFFD42OKezEDsxzYqcA,18,13
UCIqWFhsJm2VU1ZuGrZnx3Pw,46,32
UCIr4vkCsn0tdTW2xZ1jRG1g,30,29
UCIrgJInjLS2BhlHOMDW7v0g,31,28
UCItXVkLkMv3RbJesDZW0uYA,29,16
UCItvAkABoa1J19zujDySvXw,55,35
UCIvOUTuA_JHMv6M_wPQNxUA,19,12
UCIxLxlan8q9WA7sjuq6LdTQ,36,35
UCIxmWUbe4OZuMDJKIHKwwKg,33,29
UCIxqQLeV6GojXty2w-VTKWQ,29,22
UCJ-cqYmyR0-rIb0lariMs0g,45,33
UCJ0-OtVpF0wOKEqT2Z1HEtA,31,24
UCJ35n3ueAN0cWvQqKptu-Zg,2,2
UCJ9905MRHxwLZ2jeNQGIWxA,6,5
UCJAlfy5KCZRC2nkXUg2v1BA,24,1
UCJE19PFX3WnSfv1ikk8USnQ,30,20
UCJEDFSxHHOW1PpBccdSxOTA,8,5
UCJIOFQLGwB3GH9K9waxwynQ,34,21
UCJIfeSCssxSC_Dhc5s7woww,31,30
UCJLLiIBagfrXxfcxcRPg24Q,29,26
UCJLMboBYME_CLEfwsduI0wQ,28,26
UCJPpE22GR3Tt8TJQmFtQjwQ,31,28
UCJQJ4GjTiq5lmn8czf8oo0Q,33,28
UCJS9pqu9BzkAMNTmzNMNhvg,111,92
UCJX8Wn6opMsBng3QWh0dK6g,35,27
UCJXCxy_RyC0GeRhs-2f7J4A,30,18
UCJYJgj7rzsn0vdR7fkgjuIA,29,27
UCJdxm_w7Yqu-IYOCPfxEgiw,30,25
UCJgDzk8RDB_gSsn0ZGxLODA,148,79
UCJgOIRUdsXtrC-1-vgwmy0A,17,4
UCJhjE7wbdYAae1G25m0tHAA,37,19
UCJi-1q-Z7Lf8QKCoprR2K2g,31,8
UCJjAIBWeY022ZNj_Cp_6wAw,8,6
UCJm2TgUqtK1_NLBrjNQ1P-w,28,28
UCJm7iNPKhW7JzAP9PqMc_qQ,33,0
UCJnGGTaVKui3OAST9yyXxOg,30,27
UCJnS2EsPfv46u1JR8cnD0NA,31,29
UCJs8b2zNCCnowE051wnCqIw,34,28
UCJsUvAqDzczYv2UpFmu4PcA,63,52
UCJswRv22oiUgmT1FuFeUekw,61,47
UCJublDh2UsiIKsAE1553miw,24,20
UCJvBXBYPWE1aIlrM0r1Ilhw,60,53
UCJwKCyEIFHwUOPQQ-4kC1Zw,16,15
UCJxAxCEFg4wRnZYZNL7_1uQ,35,22
UCK-0srt5hdY5m6Zos_NlJZg,28,26
UCK-6FjMu9OI8i0Fo6bkW0VA,65,59
UCK-HHyVCfKYzhxVOJgBt73w,136,113
UCK0igYivkzd0isz7oDPqVlw,4,2
UCK3emrAY8KxtR1EffQxCWbw,20,7
UCK4_MNKAJ_9K5Bsi-3-S8VA,33,21
UCK4iZRo3rgsG4OuBycWqy1Q,3,2
UCK4zwu2xhfZlMj29323xisg,33,27
UCK5TFZ9yB5aAEuAjbv1i_GA,24,19
UCK5dwWFmB8zqyhDfNgM5eXw,29,13
UCK70H_67YRgeA513ZHA2TIg,207,138
UCK7tptUDHh-RYDsdxO1-5QQ,32,27
UCK8sQmJBp8GCxrOtXWBpyEA,1,0
UCKAh1Uk07JcGld5QGXbsnHg,30,21
UCKBpKeRhhCQOQwbPz4aYZWg,27,22
UCKEhjc8fonQQ0mZWw3LO9SQ,33,4
UCKFjNynYRgDfnSIXzELPqTA,38,35
UCKHaKEGaQeoG7MwUuF1BP9Q,2,2
UCKKf2Tvw0Xqz6RfzTI2dTpQ,26,14
UCKQECjul8nw1KW_JzfBTP1A,7,6
UCKQKIY2YlI4L5QVg7hhfjrQ,35,18
UCKRGpJoQmyzM1VvAPdBkefQ,26,22
UCKUtLtLprzPOdd83lSNfQpw,2,1
UCKWaEZ-_VweaEx1j62do_vQ,110,98
UCKX8qlNu2v4m0bCkhd7jicA,33,26
UCKZbgzsJ_XsgGevLAKI1DwA,33,18
UCKZo4N0lVPccBkSiuyVh4yg,29,29
UCKcukj-n3-kUJ5u59L-bwgg,5,1
UCKfak8fBm_Lhy4eX9UKxEpA,36,32
UCKifE11pFr_y43x0mwTJPxg,8,6
UCKjxLqQ4kludVPBo3qp-zkA,10,9
UCKmmERguliWTynG9OIoDhDw,61,54
UCKqZLmcDAWqDyyXUfYNNpVQ,36,0
UCKrwS0ZZNYdTJaP5pj7kZcw,27,18
UCKsP3v2JeT2hWI_HzkxWiMA,27,22
UCKuSDqgt_rrBwvtc7CxSTeQ,30,24
UCKvKjZ3l9azWz4F49q2R3tQ,62,47
UCKx71st3-lSiQFX91CEWTAQ,32,3
UCKxAfFTFQFYJrwdCl4PlGpg,40,33
UCKyFqIO2OXPEHKopzWsbUpg,59,42
UCL5bAcVfbxSAs-UM5f5ncWg,76,71
UCL5eiGK1f0A-DecaBqq5emg,31,27
UCLBdKZf1_rsO2euKzGNIOmw,31,24
UCLEJtcaMQePVD5N8VD8JsfA,29,1
UCLEQMN2aaUD9VfBVPxG0IOg,13,0
UCLFDkgBwHbF0K1lDYylMNLA,33,29
UCLH7qUqM0PLieCVaHA7RegA,20,17
UCLIPBZ6XQ4ldx5cDWNsAvkA,19,13
UCLRGBPzHDwQp2807cEfY-8g,29,24
UCLScOxXQZt2GQN5a7-vCDlw,35,17
UCLXo7UDZvByw2ixzpQCufnA,105,98
UCL_f53ZEJxp8TtlOkHwMV9Q,29,27
UCLbidg2ZT49dWrxDkwNKr0g,27,26
UCLdP3jmBYe9lAZQbY6OSYjw,35,35
UCLjFj03yrdSd2X4Uqo7KXSw,43,35
UCLjwRB4r2aZOAo-ftaWvP5A,23,13
UCLo2De1CJ5SThUJWNXRYafA,15,11
UCLrpwrZvK9Y1wiMzmM8-fyQ,30,23
UCLtKBD5l-TqKoo7ThfmN7Wg,54,4
UCLuBF4Xr1-BIpcpFFm7zp7w,61,14
UCLue5AhDOIpePYzlc3rOVVQ,31,24
UCLxAS02eWvfZK4icRNzWD_g,67,42
UCLxpvEHi22zim8PqIwPmUog,36,29
UCLz7LG4YVi7_iyk4yOARcxA,35,32
UCM3LabqNUxXYmtz7bVyssmg,1,0
UCM4-RGiG2y5KLqXooyeQZbQ,29,2
UCM4mUayOV-yfqPNzePbHKsw,74,63
UCMAwcc6Jw0T1WCAoGMVC58w,34,26
UCMCYod7q4bZE6LSb6ih-03g,19,3
UCMFSTAyvpl_yBXmq6JPfhBQ,31,26
UCMHQoiq6PnPWb_gGD6eAQEg,33,25
UCMIige08YvBqwzDP3A21-bQ,30,21
UCML61jCX0-7o72iwHOL6RRg,34,21
UCMLtBahI5DMrt0NPvDSoIRQ,34,30
UCMRq9ADyETX-Touo4Srph5g,30,29
UCMSIDB9jvhqBKby2qk6E4VA,166,95
UCMSYZVlQmyG8_2MkIKzg0kw,64,55
UCMSsLqxqvZsNXi0Z-VjN89A,104,94
UCMV3aTOwUtG5vwfH9_rzb2w,31,26
UCMXzc5fADodNEdkSbHXZlpg,27,26
UCMY7ZvLB6-DnuSis_2s37_A,5,4
UCMZKdoqSDUebdreRb3X7lQg,13,10
UCMaxiD_ESHEN0UTWUP9Ctcw,33,14
UCMbZ2K7h0_tbe5j_yuVTutQ,28,14
UCMdClt8h3DnVbvhQvnUJTGQ,31,0
UCMgOduu7dMS9Jf1iqWZkdcw,23,1
UCMhDk2qIKoE7bVht4GeQ8Lg,21,17
UCMiJRAwDNSNzuYeN2uWa0pA,368,324
UCMljRGC0eBJrxbUorWEnasg,32,31
UCMmaBzfCCwZ2KqaBJjkj0fw,22,20
UCMrpRnyBJhgVBy3rm0K4P5w,35,32
UCMyOj6fhvKFMjxUCp3b_3gA,29,20
UCMyvAwiQAJtEDejYJMEz05g,65,11
UCN3-BVMnr44LIUheSuppw1A,34,18
UCN5qpJ_OZl53SfMbVPjA6sg,24,15
UCN6sm8iHiPd0cnoUardDAnw,30,2
UCN9ODImqfJNCdSR5xn0y5FQ,30,11
UCN9v4QG3AQEP3zuRvVs2dAg,85,73
UCNAf1k0yIjyGu3k9BwAg3lg,22,18
UCNGQAOewHhn7YDWNRe4HZ4w,29,3
UCNI0qOojpkhsUtaQ4_2NUhQ,30,28
UCNJVgykdTLVwZemG_O6xDMA,2,1
UCNRW1846nhED2nBdOSAKteA,28,23
UCNT2e7Og56vm5_V-yJWvglA,593,459
UCNUFterLJ9vpFZZ0try7sLA,17,4
UCNU_lfiiWBdtULKOw6X0Dig,77,62
UCNXvxXpDJXp-mZu3pFMzYHQ,32,30
UCNYNFzgjIpJivarmlU64zag,32,0
UCNYi_zGmR519r5gYdOKLTjQ,34,5
UCNZR5xt-HQ61DhBX6r6rXAw,43,17
UCNjfNLnQYbjBEvnS8KFuyGQ,1,1
UCNkV2_eCEfIAlsbyZk5A_Cw,27,15
UCNqFDjYTexJDET3rPDrmJKg,186,117
UCNttUtm9vloDjo-a2jqkoNQ,65,54
UCNuU4q4XLKyqAHQ3-zwHIkw,14,14
UCNvzD7Z-g64bPXxGzaQaa4g,61,54
UCNxbq2vWbmXQeyZPGYTnT6Q,35,31
UCNxneBe-udYnjmbDH9ci3pg,31,30
UCNye-wNBqNL5ZzHSJj3l8Bg,62,59
UCNzul4dnciIlDg8BAcn5-cQ,66,34
UCO-s9MFWm8ghwrcYIMAjDSw,64,38
UCO0akufu9MOzyz3nvGIXAAw,79,71
UCO1DThVnaSypdruQ643LOPQ,43,22
UCO2x-p9gg9TLKneXlibGR7w,29,26
UCO4yGJQP1HwMgBvV7riQnlA,31,13
UCO7V9rAiuAwh1NpEKDb81ew,74,64
UCO7ZQFQwhKsxj7WRqDHYfmw,28,21
UCO7iqpYcqmeRz0my_who9kQ,29,14
UCO7kefTlpAAHoRYh-ZKtfSw,49,24
UCO9LAygES40mbxPFvwkaOMg,28,15
UCOFnyQHIQJcEfd7HzqLy6eQ,5,5
UCOLh1HRogA04qOUZRF9g_wQ,53,38
UCOMxE9nQ50SOIZs_TcKek4A,38,36
UCOOIAv87GGLWNn6Zl_Rettg,81,67
UCOOlawtxwYTq1MZ0Umoy6fA,28,20
UCOT2iLov0V7Re7ku_3UBtcQ,27,24
UCOVhkH1fRrx6vP8HgVT1P5g,11,4
UCOYBaRNdosHLQvIZc1DNHDg,31,29
UCOajpsI8t3Eg-u-s2j_c-cQ,28,23
UCObb67dO5Qlzt28WfP-IQwQ,34,2
UCObs0kLIrDjX2LLSybqNaEA,26,24
UCObsREXyFhKMS2oZikEoVnw,30,26
UCOdGcWvT_3UHSd0oUQnau4g,1,1
UCOf6yoHjR-ERxZZpfjWvpvA,54,10
UCOh01Sv2bdi_hjci9tOH7Mg,31,6
UCOhtMAg7xh8wv_wUHMgFc-Q,32,16
UCOj9WICwHqV_smQj-ucj1AA,31,22
UCOk2CgtW_euf-9w34fnYQnA,36,35
UCOsATJw-IZgqGT8MFrHjKGg,27,24
UCOuP7ygJSo3qEV8VoUITbhA,34,30
UCOutOIcn_oho8pyVN3Ng-Pg,2,0
UCOvOXLATfCrOJmAYaO4mRBA,53,27
UCOvtqjHNCBjDoOFtBPz0GFg,12,9
UCP0_k4INXrwPS6HhIyYqsTg,30,22
UCP15FVAA2UL-QOcGhy7-ezA,27,0
UCP1iRaFlS5EYjJBryFV9JPw,32,27
UCP1pFvd3OF_MVCddBcH8Uww,31,19
UCP5tjEmvPItGyLhmjdwP7Ww,60,51
UCP6HGa63sBC7-KHtkme-p-g,33,12
UCP83iCyLq0Q5VdaQKp0r7kg,9,6
UCPCoaKCeqmWhCwCH5Ht7dQg,16,15
UCPDis9pjXuqyI7RYLJ-TTSA,90,57
UCPH3Oz99Y_jrVBCQMjQZNSg,35,0
UCPHEZwHCdwWohY7axruy4gA,36,10
UCPIvT-zcQl2H0vabdXJGcpg,371,222
UCPLfrdK84czJXYf6QA7OW9A,50,16
UCPREnbhKQP-hsVfsfKP-mCw,37,6
UCPT5Q93YbgJ_7du1gV7UHQQ,27,15
UCPc9yOXlAFXcLILa104ZEKA,84,64
UCPg8tOgxZRzzcxpVuC0HtrA,65,48
UCPgNUJA2GO2uEKx60hKRcOw,32,21
UCPhADRTIwDxB0vVSU33CijA,36,32
UCPiretti8qKVskv5a_T9vtA,34,27
UCPk2s5c4R_d-EUUNvFFODoA,277,231
UCPk5EdfTqVkEzDQ89FeuOgA,16,16
UCPotnGNahFjLWjfsq4KYvuQ,288,166
UCPrbh_9pghzmzkI1wJJRv7Q,4,4
UCPuI6BuxfLHN5si8lFroQPQ,30,23
UCPwAIwQQXw-YqEvhmcNh6BA,37,34
UCPxKnXgokkBNCFaSkdy44FQ,4,2
UCPy-vsBDyrEu3I3DJRUuvyg,62,43
UCPyd4M9Zj3YJ2IZKkVtHATw,31,26
UCQ137sJ-dtlU-r5EDgMEPzg,24,7
UCQ1O4XEUMO3_dYEYRvGQPDg,34,14
UCQ2sdgDhkSrVLYwfTUVw7OQ,1,1
UCQ5DkUL8c_vbflfQ8LRsCIg,32,21
UCQ8lmvvnyY2VeYebKOR8xLg,25,15
UCQBJsCjbtlyTZos8U1wqzgw,3,2
UCQD-0MjUbDBwm2UTVYr0Dag,19,18
UCQFYC_kwJ_FSs5UvZryzDFQ,41,13
UCQG3G4I7saIZIKxwYp1tqTw,63,44
UCQGCVWoMtVmYt9rDsOFFSHw,4,2
UCQINXHZqCU5i06HzxRkujfg,32,19
UCQJOYS9v30qM74f6gZDk0TA,29,17
UCQJoT6HfpDIc_A75RLWHGuw,12,10
UCQLJFXhxbl5SMfcGZSnURhQ,29,26
UCQNqdaEMfiiNxTiqoyk1dtA,20,9
UCQOidFKQBMvLXk7PxGBXWyA,32,21
UCQVwn0HNVFhg52-8ln0WJSw,38,24
UCQW2mxSiyhvpiGDHBCgpTJA,3,3
UCQWnytHKeJEHXh85rC6tW2A,34,26
UCQWrlWwNsMvvurG5HXXWLFw,28,21
UCQWsAbnIFxAP-jQQfM_oYBQ,30,26
UCQXHTFnQYFTqN0MqmNh9EIA,68,58
UCQY4My_4PY17PWsN89hZHLw,53,38
UCQaSOYxjm4rzOvWj3hO3RIw,54,41
UCQfEbxZRyIuNZ6WpxsC0FKQ,8,5
UCQi67q4kGdmnJaRzX81uK5g,38,14
UCQjTRnvho8S9ddlEvgQy_kQ,36,7
UCQtW2oz8ec8pHjjxawujNjg,62,36
UCQvZD_M4nzOSyrPx0LfgOmQ,24,0
UCQxTL5uhg3jYRakna8CvJ5g,8,8
UCQxbkY1l9orvoMLv04pCOcQ,69,62
UCR-C3qlUdtgYFgPF8rM7Fig,32,11
UCR1Jltq7vMzGQVtRd-DR5AA,29,15
UCR1RfXOHsYfx5hVYtt8RIXw,57,52
UCR3j6-3GD6aGV-LeUMRBc6g,26,0
UCR3uO1rDJsGLbSUtfUyuCKw,28,4
UCR8NsuqnMSWNQoKihSCdUcQ,21,5
UCR8j9H0ZiLbww8_U2iDKISQ,8,3
UCR9NuNwCUIhMOLUQnLN7_WA,33,26
UCRHBpvcASQs852H0t4mt1zA,30,26
UCRKOv7wEWoEaQhsT0adfyQg,26,18
UCRQMZQ0R561looJMoxPmRoQ,28,18
UCRRr_xrOm66qaigIbwFLvbQ,32,31
UCRVsqvXIdgyPVS-a6fGa1lA,15,14
UCRVtlcqayOmyuLIDrT3ng1w,37,26
UCRdfhTdKpGtJg-QIuAIND8g,33,29
UCReBxgLlq_Bim6hRmKn-gxA,32,23
UCRgQkscIizzXbStAeuMWLSA,32,23
UCRgn-SAQZa4I41zLH03LoOQ,13,13
UCRijo3ddMTht_IHyNSNXpNQ,197,161
UCRlICXvO4XR4HMeEB9JjDlA,26,23
UCRp02OXHKJchXN0ph85MQWA,28,0
UCRpNVpZoW56rOsV-6wFK3lg,37,28
UCRrlRjsRafOBheGLX02dJtw,30,19
UCRvPS-dk5CHwUb090JJPQQQ,8,6
UCS1--ycUQWjD8X6ohewmqBA,31,23
UCS1VnI5YDRsVXUAqVaS_O3A,16,3
UCS261lQDXjMvc8Jck-2CQEg,31,7
UCS4jPUCax8d3f-uke--YXXQ,61,49
UCS56r87Y7q1SrAB-42brE-w,114,18
UCSFDaRqTfAhOLhtvFPrAltg,25,0
UCSNX50LYGXWV_e5UWZGPGbw,13,10
UCSO2Hp9UYEEVjIQMD-X6-vA,33,31
UCSOfUqPoqpp5aWDDnAyv94g,35,24
UCSQ0byICE78DEDa42Ls5cmA,32,26
UCSUwTmHIP_rlCTZeQW2oiEg,30,1
UCSX0NhNdBA-ZnEFkYFzdw4A,28,22
UCSX5Gk1UvlYWYyjeVZFnp-w,8,5
UCSbgR_d3CJkhvulX2kgt_YQ,35,27
UCSe_yLDK6KSBm5cTlZ2XdLA,32,17
UCSf-NCzjwcnXErUBW_qeFvA,25,17
UCSf0s2ogUVYpJPuzW1zpAOg,63,25
UCSfX2TUPfxMpE2D2K1-ZZlw,15,5
UCSfwM5u0Kce6Cce8_S72olg,34,1
UCSh8pITCV05dOdF8MLTLpQg,26,13
UCSiBSzeyA4vlNzhOO6K7XSg,39,27
UCSiJnHenG76bZLxLatGoMzw,23,12
UCSillZr7X-5u-j_-ps_ijqA,31,29
UCSlEdyj6I4TX8mcGwL8rVlw,33,13
UCSmducBRRUqk-wAZthstM0A,62,50
UCSqqWfEwyODjgFmraGhrYjw,27,17
UCSrwhbt5DQZgTRnlPZ7EwXw,49,21
UCSvkZ_Hw1leaP7gzVZ05NCQ,15,13
UCSwsyQ0LO0GoaoMpfQ1Jrow,28,13
UCSxfEEEi6IAvnPrFeiqIlcA,29,22
UCT-VzthVAM_4ohDdKa-BbXA,36,30
UCT-nPlVzJI-ccQXlxjSvJmw,1,0
UCT09qC2vwlbJvofZRIdLalg,26,25
UCT6Y5JJPKe_JDMivpKgVXew,34,31
UCT9lB1HNkTa41ws-G2tGwXw,30,24
UCTD4oc298b3EvUNzmQVr6oA,37,19
UCTDJ9osmaIty0MVkUZymVmQ,26,23
UCTImEHaYGwXVlg2QaEVZ76g,31,22
UCTIuq_z-X16CwAtAiEYrkTQ,56,24
UCTMRxtyHoE3LPcrl-kT4AQQ,4,2
UCTOoRgpHTjAQPk6Ak70u-pA,7,5
UCTQ3lexv90TMg-H2DiY_SCQ,20,14
UCTQVIXvcHrR9jYoJ6qaBAow,26,9
UCTTQ9EBEG9LwQdgRKq_vBMw,28,10
UCTTfeKDGCqxot-KfjHptP_Q,34,28
UCTZmwwn0Wd5YsAxw0NZzyJA,36,11
UCTbKSzEamYTYYY_c2yH1fEA,53,20
UCTdMhilGQIL_Cava5S5GriA,31,28
UCTn59lPgFtcfdlajcGPmosw,32,2
UCTpmmkp1E4nmZqWPS-dl5bg,65,58
UCTrAO0TDCldnYUN3BkLmGcw,376,329
UCTu7N4-YzpGIN6Ftsb0QeGA,29,23
UCTyC11PsbR-CMXSG9M1na1g,27,15
UCU-v9qUrjMN5jsa5wO2CBIg,32,28
UCU0k21RR-k7Zxil6KMs5nsw,28,26
UCU0zC0L4o0qOos83NLhK5ug,72,51
UCU5AbNuMPGB491GcqXuzwKw,36,26
UCU5JicSrEM5A63jkJ2QvGYw,26,0
UCU5eV0c0SE0TMXrV8P94jAQ,102,77
UCU69ROL7juUiTZVs5PsN55Q,92,71
UCU6NYyAUa60rTABMxBhOVig,33,4
UCU9pX8hKcrx06XfOB-VQLdw,28,21
UCUBIrDsIVzRpKsClMlSlTpQ,29,1
UCUBSTJf4MSrnohk1Ghc4Pcg,31,16
UCUFJO5h2NuvCykRJUIkd7oA,38,27
