channel_id,all_comment_count,eng_comment_count
UCUHW94eEFW7hkUMVaZz4eDg,65,58
UCUKxvWVo8lmRXkbTOkqUhGg,31,21
UCUL5z6KvrvcUrH7YVW60l4w,30,8
UCUNkaUjhRArzU4Tm_TPSDlg,35,0
UCUQw5JQgxAXcX1SvixOIH0w,28,7
UCUTOwFZ5grVnUMvvleA_JMg,28,16
UCUVa51UA_690sEKyRbHb-5A,27,18
UCUVmgle4npABEDrp0M3W5Ig,32,26
UCUaT_39o1x6qWjz7K2pWcgw,67,21
UCUeqBmTJuzo6Tod5qr_Kt5w,31,10
UCUhFaUpnq31m6TNX2VKVSVA,30,24
UCUmC7gXciukRv73CQRQ5QGQ,35,19
UCUmGg8gWrksbMAE_jr5tbjA,22,3
UCUmV8nJBzRDj0a7G0EQdDSA,38,28
UCUrkOmXvcHOX4A1ratGe5Wg,24,21
UCUs8sGiP4avNaYNVO22INhQ,35,26
UCUtgTKF1KW8JeN6-kFOSwmA,30,24
UCUvvj5lwue7PspotMDjk5UA,52,48
UCUyGEgRT5nv7BawQc-_jOSw,32,5
UCUyrh2YiYgrZKbU3JILXKyA,26,19
UCUzqqqpY_kYzcc4rAHTt1iw,83,64
UCV-yCAXMS-nWrHtORuDfSuQ,40,39
UCV4c4hulnbuVPm-mjd3AFjg,27,5
UCV98XLgRrqS7ZvoWjmBb1Ig,27,9
UCVAYy7_zddIx6USjXscV9Vg,29,22
UCVH50QVYHQ1W373tNpOqKrw,11,6
UCVHxJghKAB_kA_5LMM8MD3w,26,23
UCVLbzhxVTiTLiVKeGV7WEBg,4,4
UCVORTRHbXA45EHTCK8i5joA,25,4
UCVQJZE_on7It_pEv6tn-jdA,276,247
UCVS0xBpOtXBAl12rdG67-OQ,29,25
UCVTQunGrE3p7Oq8Owao5y_Q,33,32
UCVUgjaDIy2i2LP4Dw0fCYJw,23,20
UCVWf4JNrMuKz3Ugjb4dP7TQ,62,52
UCVaQwUU0NLkBeO6m7_j2U2Q,31,20
UCVbBtdw-_SCqGDs6-_awaDg,35,25
UCVfwlh9XpX2Y_tQfjeln9QA,59,50
UCVjWIUtdNizm-0eFyzhAj0g,69,23
UCVpWDEFirsEfz2WGJMVd4mA,62,58
UCVqcIL9ver6C68f_q6t4kMg,29,24
UCVrEHNmwOcTM85daIG6PSVg,32,24
UCVujWH99XzUbQ_re6leOdPQ,33,24
UCVuuI7QB8ViizzVAH3L_H7Q,33,26
UCVxR8M2OeHf4BdKzzzpz83A,37,14
UCVxczb2wUx9sVWXT2OHAN6A,11,10
UCW0xEGHTgwZVhXGLVcDoEOA,37,30
UCW2VhxXe5jfPShIE8vz4Qwg,14,4
UCW39zufHfsuGgpLviKh297Q,60,47
UCW3otcZucyNZvzmFWd0VbtA,29,24
UCW4kB4e8hD1n9AxEEHaI0rw,27,0
UCW5677agcbt6lqj5RZnZLtw,39,22
UCW5BaXolL-jh1wAmZC78leQ,27,20
UCW9CXYyHdzI0w8icz4gHi3g,34,30
UCWBWgCD4oAqT3hUeq40SCUw,485,391
UCWEK3RhJB-BkdMZ9fiROVAQ,34,26
UCWEPVo6y9qm3AtG7E5fGfkQ,37,12
UCWGsC1q1o7iZ-4-fLGHop0A,21,13
UCWI-ohtRu8eEeDj93hmUsUQ,131,116
UCWI1AJmkMm_sbTX_Ps8gQAw,156,113
UCWIgJLwHx4jNOtpHQD8OiBg,17,15
UCWOA1ZGywLbqmigxE4Qlvuw,56,48
UCWQDQW0N86BCduhPtXUFXdQ,33,28
UCWQrSQ0wJ3oZshXsZcl_Srg,60,34
UCWS-W2jeV5Sua4sLCB7S2mA,36,29
UCWYs4KqAdayj6oTAYVKDplg,26,20
UCW_V77YU0leiI2LaCB2DCUw,27,24
UCW_X3-IRNdOl9vrZ-zGthlQ,27,13
UCWaOde99oeUVoXbIj3SNu9g,58,13
UCWasbqA48hH_MVnxnloiwEQ,24,4
UCWf64R6hBTDiMBQVpMB_qvg,22,16
UCWgaeTtHCcp-vl7Dc4f1NwQ,30,28
UCWk_6kgfcNwWbVUdq34QMSg,30,16
UCWo4IA01TXzBeGJJKWHOG9g,3,3
UCWv7vMbMWH4-V0ZXdmDpPBA,160,137
UCX1Hh7CvEc3RCUd4NRBWJMw,26,15
UCX5qMbq8Y9h9TOdFhKUhkrw,97,83
UCX6OQ3DkcsbYNE6H8uQQuVA,28,4
UCX6b17PVsYBQ0ip5gyeme-Q,627,534
UCXAQAJ2DNbuk0_XVG4X8b-g,27,2
UCXDPZNH-eEXtrxr5Ert1LWQ,37,4
UCXIJgqnII2ZOINSWNOGFThA,104,92
UCXIKbPYyn91yEIRnsPvt51A,29,25
UCXJH_apV_2TjktPkGwkg0Ww,32,16
UCXJniNhLPJSeYXAfUzexHSA,134,99
UCXOSzGyN3EPZfKE2hujeIYA,30,20
UCXPnZDZY9puB0kIrX7hGXIQ,38,5
UCXUH2dmTnXMSxmJfp4-LT8A,38,12
UCXUJJNoP1QupwsYIWFXmsZg,29,16
UCXVWREy73z87S9LMBnex2gA,11,2
UCXWjM0L5apQKHu8-YQoihvA,34,21
UCXXvOMN_74Jad119ybNce8g,58,39
UCXZTnzvoL4X3saPYsfLwxuA,79,71
UCXbQFmkRRipuQ902JBq1ckg,4,3
UCXdtwY5TaRQX9qzTwBmzAQg,23,11
UCXg4rJUbDP1IP3TmZ9KDpJg,28,22
UCXgoURISTjifYA7CG55xpkA,96,74
UCXgv6qemwooHi71a7-htxAw,36,3
UCXqlds5f7B2OOs9vQuevl4A,132,73
UCXslS997yoJ1w9ZZTCh0Img,24,23
UCXtCobcQRbIk-_sPSJUXzmQ,27,7
UCXu3Qcw018ZNU0qJ3hVn9mQ,24,24
UCXw1ddyrUmib3zmCmvSI1ow,68,62
UCXylA9BrLQzaqCR0wNH_nwQ,37,16
UCY5NDinr2975LghozXAeTWQ,13,12
UCYBARVyitZWkFKovnC2jf2g,28,24
UCYDQnAs-0zs8m-s6BMSnehw,30,0
UCYDVFfp_AN1WBiNwaf9522w,357,313
UCYF32kNlU1t7Q0PedXktyzg,10,8
UCYI_ychRnL7sJrG6PUSBpQA,31,28
UCYJo04cZFlwL3XNnJ8aYtTw,37,2
UCYMA5wEYOl5etySIpDWaNwQ,18,3
UCYO_jab_esuFRV4b17AJtAw,32,28
UCYSMmZnOy9LEy5jhEgMyddQ,32,28
UCYUPD1QyZStSkdRvG9FPQ4A,28,25
UCYWIEbibRcZav6xMLo9qWWw,30,28
UCYYUGTG__Kc_4RBhv7FEolg,39,34
UCYb6v1AlX6prKl83DswM5iw,33,33
UCYbFCdcMfA68ZvJO__zTUjg,41,26
UCYbggI6qVceWa1_1dfH0hMA,24,15
UCYeF244yNGuFefuFKqxIAXw,103,94
UCYenDLnIHsoqQ6smwKXQ7Hg,34,32
UCYgL81lc7DOLNhnel1_J6Vg,102,89
UCYoKN0FOSrHo1qf4ZqlM2CA,33,12
UCYzEMRKqrh01-tauv7MYyVQ,28,24
UCZ-zUkkdNTYAYDgkDyeb_hA,33,21
UCZ3B62fbP1eBhBEEoH0YxZw,29,22
UCZ4AMrDcNrfy3X6nsU8-rPg,189,175
UCZ9JyVqKfccAyY1v5kc47-w,59,26
UCZAc6j2gnLgbVtvZ9F_biQg,24,17
UCZDCkQWcA3fh8rvrPXUb16g,34,28
UCZFMm1mMw0F81Z37aaEzTUA,32,8
UCZGQTIY_ompQk2GeAhRpy2g,35,19
UCZSKX0Sp81Btp0taUTS7CAA,25,8
UCZSlfzadjnw7G419c_OJ9eg,95,83
UCZT6sGZLgx345xFuvSWxaoA,45,29
UCZW5lIUz93q_aZIkJPAC0IQ,28,14
UCZWlSUNDvCCS1hBiXV0zKcA,26,25
UCZYTClx2T1of7BRZ86-8fow,206,182
UCZ_sh7Adgm6BqnnK3elBErA,58,30
UCZaT_X_mc0BI-djXOlfhqWQ,63,53
UCZbDycYPRMKxFiEeBTAcmnw,57,47
UCZdrY6BQMhjUdHX3moWVKWw,34,1
UCZgt6AzoyjslHTC9dz0UoTw,29,23
UCZiCgb0Ci1jDfNw9sbrHNUw,12,0
UCZnIrAaCCofirZ8xSC9jh0g,28,2
UCZobTxGcMQfWEJ3Di_bYycw,27,22
UCZpvLeZDtm8mmmvwgBrNVyg,107,65
UCZrXbiKCUkRNd0Dgn3sDXqw,32,32
UCZtoHl1p6R6_iLm2yjA9gew,22,16
UCZvoUuniFzmOjfBt67lNsEQ,31,21
UCZw2iqBZShBxWy8r1fwqP8A,38,32
UCZyoOijdUvzzd6xyRwac9CA,8,8
UC_0vAivjbJUH6RShuK8h5Mg,28,17
UC_35hRJlT4PEmvFCcU6l_3Q,69,59
UC_7QMZFw-6tCGRfvFOlogNw,34,2
UC_7vFlErTHxVD-IFNB-BFCg,37,35
UC_976xMxPgzIa290Hqtk-9g,29,26
UC_DtZXGLt74sv8EV1Covp9w,40,19
UC_IRYSp4auq7hKLvziWVH6w,33,28
UC_OJauDTr39a7rF1hvqnWIA,68,56
UC_Qcjmf7vL19BYW_bHYSfAg,28,22
UC_RovKmk0OCbuZjA8f08opw,30,28
UC_ViiQBrIqBK6Jd2fs8UU2w,69,28
UC_aEa8K-EOJ3D6gOs7HcyNg,66,28
UC_bXJnsgwOqEPA_-6N6faKw,18,0
UC_fFL5jgoCOrwAVoM_fBYwA,31,23
UC_gUM8rL-Lrg6O3adPW9K1g,384,337
UC_hr4utPQ2Y59Y5v3sPG16Q,33,23
UC_huoGvQQc8tAh27gR_MdjQ,30,15
UC_oMKGSjJp838-WKqp0phiQ,33,21
UC_pwIXKXNm5KGhdEVzmY60A,31,14
UC_v7EPbixFI6xC5MgCHjo8g,32,11
UC_vz6SvmIkYs1_H3Wv2SKlg,26,21
UC_wCbFZHCh9amfaXXI4yq_g,52,38
UC_z1-SiJKvvBsFb95eT9JwQ,20,17
UC_zEzzq54Rm0iy7lmmZbCIg,63,24
UCa-aGbqYQA8kAJy94v9yKtw,34,19
UCa0oRkEafAO4Otb-_aFXVcA,26,0
UCa2Nr1Qm93k07VuwEXCnrog,7,4
UCa4a-hXHI8bitNXnvyZNzEQ,37,20
UCa5R55NSXiWAZWi9997XYvg,31,20
UCa9siXYE9McabZSTOkhnUtg,25,21
UCaC4prHJ6uWSIKyaEvfU00A,70,35
UCaDBRJTQhIg_QhCkW7SxWGQ,29,24
UCaFGDBmGK_jw66u3av2Ysjw,19,19
UCaGEe4KXZrjou9kQx6ezG2w,89,77
UCaKZDEMDdQc8t6GzFj1_TDw,23,21
UCaONRNFNqn96eE58GD_UylA,40,31
UCaPu3LJBU5w_ghFUMeko-nA,38,36
UCaUz5kEkQCTh29pLJH-gjVw,33,15
UCaWKoo7s6UWWBONZQZUOqRQ,26,22
UCaXkIU1QidjPwiAYu6GcHjg,59,55
UCaZ2jG4qd1vY-Tkwiq9FBlw,33,30
UCa_3ly2XPt-y3tkkEtGfpCw,30,23
UCaaoXEItXBzJJtjvSfXx_CA,19,0
UCad9ZgDkH6Kq7oiM8rkaqAw,31,27
UCafEZMU5s8geb9oIly6xTrg,34,32
UCagiBBx1prefrlsDzDxuA9A,36,33
UCahRghBkidF24RvCXLL4ezA,32,14
UCaiL2GDNpLYH6Wokkk1VNcg,25,20
UCakAg8hC_RFJm4RI3DlD7SA,34,31
UCamdvUq4-BoneYsHZt0Agrw,90,75
UCaqcvH8EvUtePORpN03jLMg,28,26
UCarSZcFQ6-0eqZrAG4pKoMA,115,89
UCavUx5z-IziOIxbsK_Ah7ng,25,23
UCb1GdqUqArXMQ3RS86lqqOw,10,7
UCb2KzMTnUAoPraHjlsagZOg,26,14
UCb57aRZr3KsykS_wNsD5Ptw,97,63
UCb75PJZ4oUf-6ctnDov15aQ,28,2
UCb8vrqP8Z7Oz9ZTYvUtjUHQ,27,20
UCb934vQ6fg1JZQKvkCQ_j-Q,35,24
UCb9A6uotqUiuVCvVp4GMqOg,47,29
UCbAlVnKhbGLK78GsSemQXxw,53,46
UCbAwSkqJ1W_Eg7wr3cp5BUA,33,33
UCbDt6x2bir9DvSc6Lua-Wog,33,27
UCbKWv2x9t6u8yZoB3KcPtnw,29,21
UCbLhGKVY-bJPcawebgtNfbw,34,30
UCbNcr0Zb-BnNrAXb7g9b_GQ,26,21
UCbPSQzSdy20ePVpUyRPdj_A,27,17
UCbRP3c757lWg9M-U7TyEkXA,33,30
UCbVFWdsuYErQacj-X2dth4Q,36,2
UCbW18JZRgko_mOGm5er8Yzg,68,46
UCbXgNpp0jedKWcQiULLbDTA,21,13
UCbY9xX3_jW5c2fjlZVBI4cg,106,97
UCbZyma5GjryWeBnelqIpJGw,37,16
UCb_ilU-RAbFstaVvYrTA5kw,18,12
UCbaGn5VkOVlcRgIWAHcrJKA,25,24
UCbaZa-dV7h9QOLzrzrY363w,34,18
UCbabUTCLH4kSJnoFl5RhbtA,30,25
UCbbXg21dyATWYJAJV2eKUdg,34,6
UCbc3_Q6R6kFvq4o9afJoVdQ,37,13
UCbemw7xLVdqukJJR6qm4AMA,1,0
UCbf760lHTElhPrG4kyI7twQ,29,24
UCbfBFlMglqjaSIIRzTivB2Q,57,43
UCbiGcwDWZjz05njNPrJU7jA,33,31
UCbiNMBd57pgETEFbiDSa4yQ,15,1
UCbjG74k_QkVxYkniXajlXsw,56,10
UCbjgKwnWnGG7sKCPTRgrFcw,17,15
UCbk_QsfaFZG6PdQeCvaYXJQ,31,27
UCblXhdsPTSO63NhHZlNJvUA,31,23
UCbmOgzvvDg60mXGm9t9Ad5Q,94,82
UCbmRS3i-yPQzsz2B5EM43hQ,61,33
UCbmTWHgTCBRHKdzfYVIY6VQ,35,26
UCbpAbeTSSyYoCNSXIFWFSRw,26,19
UCbqcgYtWRNbiRQn179Be59w,15,9
UCbryyDwitBwoTGsfNkTlprw,9,0
UCbskUSc4HGQf6g_cPzq_Rwg,30,20
UCbzxpRCGBvgIdI4PrO-P0mw,33,25
UCc-Yj3lMj3s_n1tqcGIzQ6g,26,22
UCc35WvHmQjLE8NN4Y_ITmUQ,38,28
UCc3Oeyd8Z00K8YrW6I-9v1g,9,1
UCc5dpUKLcZQQaDxMB_nYi5g,38,26
UCc5vZEM1MLUzCrg_aZIJdeA,29,21
UCc6Waxx9PybeXiF_xTx9g6g,31,14
UCc7gpqMnnOSbU_F2-5MVVZw,25,10
UCcIyDrEllzVSGod9djI6y6w,20,2
UCcJQ96WlEhJ0Ve0SLmU310Q,29,25
UCcJcLmalpzHfE5-qNtMujVQ,33,24
UCcJyQ5dihoKAKwk2aRi-CQw,29,26
UCcKwYjeZl4ceDqkH62_DKJw,32,20
UCcLeOkD84a4nIvQYMj6Fw5Q,34,26
UCcNPbOeFo-qM0wpis8Lwdig,32,25
UCcSNcvoslI429tBF8FQAa_w,33,22
UCcW1cNDhM6nSM_Rai4WMHIg,8,0
UCcXPEPxkcJId307kh_0divA,27,12
UCcY_4DFaSXdZk0hKolzIitw,32,11
UCc_M0OhnIMsfDdbS44n-YzQ,31,26
UCc_bMCfOWdFe2jweTBtHhWQ,28,18
UCcaEVV7A47J4k9GFcqOOYkg,33,13
UCcd4iyTC0KkHPgfJmcDY2bw,29,22
UCcf1t1tH-Pp5bmu4hbAytwA,68,59
UCcfVrE3mmeQZ_RN3u5cUECA,27,13
UCchBatdUMZoMfJ3rIzgV84g,63,57
UCchgIh8Tc4sTmBfnMQ5pDdg,34,28
UCchhviX4AbFlBnpJ_0u-caQ,37,2
UCcjVGHwHYVOkuvNEX2UH11Q,28,26
UCck1m7zZdzioiUzqhzpdNPw,72,45
UCckltLEhFLv8Xz_lQhYfwmg,7,0
UCctDQlR34dhq8p3vSKfh8dg,142,25
UCcvczmsieHPRsrpc3v7GUmg,26,21
UCcyOI2xMEfK940Tgwzb2VHg,26,17
UCczR_7pZca8dAljwZCemXZQ,34,33
UCczVGEKd7mlIaEenCdbH93w,33,32
UCd-3yWPyqe1uzAqJcppUWHQ,67,37
UCd-swDW3HCs4LTZhq8Cf7Fg,30,23
UCd15dSPPT-EhTXekA7_UNAQ,54,40
UCd16q6IUlZtKWhqnt3gKmuw,28,26
UCd2KNtfphz8HvYzM4pwtHmg,28,25
UCd4t3EEUy0LUOM4MTdjpNHA,20,15
UCd5hdemikI6GxwGKhJCwzww,118,97
UCd6MoB9NC6uYN2grvUNT-Zg,62,50
UCdA2SVgIp0OPs0-18htMPXA,33,30
UCdABA6CLwAZ5ef_QoqbI60w,37,28
UCdAdcNyKD-OXAVjexM4RJ7w,33,29
UCdJfRd1KqFBzVsJn9tC-JOA,24,21
UCdLIM09vCWUHsvUCmIRnLZA,28,24
UCdLS3nqRXp4lf1DYFm53UEw,2,0
UCdSa5ypKUP3tMUVD2P1Ha5A,43,10
UCdUD6racxisHiSX9iWFcuug,29,28
UCdUl_bahs2CptEdW0us2TRA,118,69
UCdXiwzRdQhVkKWxuUdWG8Cg,25,11
UCdclVw08N6Hyqo3PEr5fx2w,23,15
UCdfbgAEwn8tRpseFOaS2NZQ,36,9
UCdi8yQBdBfn1ECu3ayH_TnA,104,61
UCdl3ece6ZfQwsiLbMnh2bCw,207,184
UCdmEIMC3LBil4o0tjaTbj0w,87,75
UCdngmbVKX1Tgre699-XLlUA,58,44
UCdoadna9HFHsxXWhafhNvKw,11,10
UCdpHK9wCO75Pw7kxTfAxoEg,33,27
UCdqFIax7iWc7_fm4-_7pRRw,31,10
UCduf5_5FnIptzDMBJ75ttFQ,59,44
UCdvBex6r_1-i8Sut-mCy2Jw,6,6
UCe02lGcO-ahAURWuxAJnjdA,41,41
UCe038r93Ei2Uq2vHdTArmkw,36,4
UCe1KxviEvkGbkTAcaw6F6-w,36,31
UCe3qto8hTcjXeTEDqngqXVA,31,14
UCe4TiRe3lU6kGVr9S3_2SCA,282,239
UCe52oeb7Xv_KaJsEzcKXJJg,33,20
UCe7AsLJPq-tCqIk6nLtNMQA,27,16
UCeGa-vSdaxefW7sWtkV_K6A,27,10
UCeGvn22v6BDVnE4wRePB59w,22,12
UCeJDMiXb139qrWQxMayqmmg,25,3
UCeJFgNahi--FKs0oJyeRDEw,37,32
UCeOoUjlLiP5qKBozcdIjnGA,1,1
UCeP0-mA85a1UM05qFMub7Ow,19,14
UCeRjueZ0Fud9wumh5T8aU5A,31,2
UCeTDBdYwXw00Euml00SAOrg,4,0
UCeVb1p9-ZgbuNCDpITSfxVQ,57,36
UCeY0bbntWzzVIaj2z3QigXg,189,164
UCeYUHG6o0YguM-g23htdsSw,2,1
UCecAIXPb5KTJz5BFnUzlTaA,34,29
UCedhmYxrEunepeet06l7veQ,33,16
UCejVe2sNPjjvfCXg35q_EQQ,161,131
UCekG9LXAsu0F1TW12oe5qAA,26,10
UCelOyySQMezOEo5DfWk-0dw,18,12
UCenjunBhBhvKjfDAESnoppw,32,20
UCeoU2maQX8JiQ9DTuhOVz5g,32,25
UCepf2rSJI7XMvSN4iP5Wf8g,29,10
UCet0ZrYmw-V_hsGPb7KsiOQ,413,332
UCet_y01v87pE7MPGikjTQQw,32,15
UCew4GaVjAsE5Pxrvf9vAimw,15,15
UCewp2wR1WQK80rBjCxyLmuA,34,18
UCf1jN421MvkLJGO0a8SKe5A,30,25
UCf4iKXL_SJQ5d0qsKkboRRQ,64,58
UCf6_sB2Wl1qHMA9xgCQoB0A,32,0
UCfAfMATkdp1kClTEENP1oqg,53,41
UCfCC_V-j9nmTSHFNX7B28DA,4,1
UCfJT_eYDTmDE-ovKaxVE1ig,24,20
UCfJrdVVcWZMHLC--a4ovLLQ,28,26
UCfK_cpbu5KOoF6qOOQ-vZgA,4,3
UCfQ3dJMtQxPdsR7yLoJR91Q,31,16
UCfQk5qGOEO5cPPDFlQe2lFQ,28,26
UCfT1UNfPy_MVtQ-FYpaaoRw,39,1
UCfYHvYyFICHwHVO9lHwmiig,31,9
UCfZGWKJI5wT81Nsb_VOUlhQ,35,28
UCf_6wNttvdZzV6Y9w-HX32g,27,20
UCfbqdAYRKCKS3okHg8VhpIQ,23,21
UCfdI5E2F4r-rvwdqSy3vdbg,24,13
UCfdNM3NAhaBOXCafH7krzrA,35,29
UCflPux62TDLc_SiRsLZYIGA,27,27
UCfnEmDUWC4m0k-tDDGVM2Uw,23,22
UCfpC0sas2CVEs2ua1SwSGLA,15,2
UCfpQNRZUpg1S7TePCrDlBXA,29,20
UCfp_ObeA877WJcsrQ2zKyyw,26,0
UCfptHH9wJ0ZwUOF0uJcZw2w,23,5
UCfqI4vaaO70rqTFkESj99nQ,34,32
UCfrREf-q6PbTxNgsB5XAp6A,29,15
UCfrd3BAfIxnQurW6onoaY1Q,29,28
UCftwRNsjfRo08xYE31tkiyw,149,138
UCfu4y0dhh8STmiQyvfk4t4w,33,25
UCfwE_ODI1YTbdjkzuSi1Nag,59,58
UCfxNjlPAfbtKe9u0c6mhOHg,29,14
UCfzP_CiebRdveD9rRZv5Ndw,7,7
UCfzdwrvkTuoBqQDpQVC8gpg,31,23
UCg6b--eTCc1ozV92IOaNvVQ,27,24
UCg72Hd6UZAgPBAUZplnmPMQ,33,21
UCg82O1dADLORJsVPUTSOwGA,57,2
UCg8xaLuLPSqDki04Ulo2ywg,27,24
UCgBmZT8C8GdSPDTKmpZFZfg,33,32
UCgCnU-BQNJJJhKbc-oBMpHQ,12,8
UCgF4BmTIR27laD-8HQK0HZw,19,8
UCgFDGnuxli7vIPpj99xCbpQ,25,19
UCgFP46yVT-GG4o1TgXn-04Q,28,24
UCgJTEV-nL2oEp1PxPRN9Ghg,28,12
UCgJgDI5G8PaaVOrLd0Z_Cxg,90,79
UCgKEvLp8DXCTMq4QY6wW7bw,41,2
UCgKkNPU2Ib7_TcyAl8M2S-w,30,20
UCgPeJSMnI75Px4p5sZeIOcg,38,15
UCgV-hgprraRb071mumQFw2g,32,5
UCgV0XiAesMW_-P4nkvMdVSw,22,18
UCg_2rtTN4Mk0xQiSUg4VnAg,35,8
UCgaAi6NU71GB0qFp576NSVw,30,5
UCgaw0t5Elj8qIlnjvnBImrw,13,1
UCgb5Cb71XvKXT5V1d2ORVmg,28,22
UCgbM6dslSl_h_UaU3E32tgQ,60,50
UCgbyN_o-Guwpyqfuuz3pyIw,28,28
UCgdVzGujDgKTYPUuia2R0bA,24,19
UCggQRXA6kODeQ16RlAmihbQ,27,13
UCgjFPVezDdWXv6FiYDFIsow,19,16
UCglXlpWjIi95auM3umWWLdw,28,3
UCgmPnx-EEeOrZSg5Tiw7ZRQ,31,17
UCgrHMffytDYdZlvVCuw8peQ,32,31
UCgsTgyATKBhaRzh69swGdIQ,20,10
UCgsX_O4_Zc7lkvVuQ-BpUCw,25,22
UCgyHfURgVpfPzn1n1jSVTRQ,32,0
UCgzDCYjPojwbyQCUQLAMCuA,19,10
UCh-GXxkUCFItAvmkTlbnPTw,153,107
UCh2pESyYhs7ffFE6w9i_zzg,28,9
UCh3Rpsdv1fxefE0ZcKBaNcQ,158,107
UCh3dLwn4Y8K3EaRKcaJthnw,36,31
UCh57HG76EOOhl_pmJTXhblw,27,20
UCh6KFtW4a4Ozr81GI1cxaBQ,38,36
UCh8IuVJvRdporrHi-I9H7Vw,64,57
UCh9IfI45mmk59eDvSWtuuhQ,63,56
UChBEbMKI1eCcejTtmI32UEw,32,31
UChBMeMPvsKA-M3QLgEriwhg,9,8
UChBVf9YnourrEDTsbbwJPRA,16,16
UChC_apOWk6MSl03byUiVZRQ,60,54
UChDKyKQ59fYz3JO2fl0Z6sg,38,36
UChED8xs4xz2In2UhClxkQ4A,8,7
UChI-cTok8fJePnryAd0mTvQ,25,23
UChJr8gb-lKSt_xgSUX-e98Q,20,20
UChLtXXpo4Ge1ReTEboVvTDg,41,37
UChPRO1CB_Hvd0TvKRU62iSQ,26,21
UChQEdt9dBiCkcCch6LyrjtA,59,19
UChSciKtfmRO5YsjZ0MQYMcg,40,27
UChWfNxxWaBeoD7ip-EMwN1Q,30,9
UChX2haJZZJOtIIrdqLPvQWA,29,2
UChY_9WJx0saa0St48lSdytQ,27,25
UChZTy8gPA5do3YXLbF0JG-Q,26,1
UChbVeRtv-cDsM9-PO4Mxltw,30,0
UChdlb6PNmNiv3KlfiMMsoiA,88,80
UChf6xi1WL27OEqLp3wu0q8Q,29,20
UChh3WEYwnNgo34KifbWuLZQ,31,23
UChlT7gVbt6l0C2Q_DLlU4cg,37,27
UChneGqGy_lmvfcR1v_avL6g,26,6
UChpleBmo18P08aKCIgti38g,27,26
UChvK5pQeF9_Ar6XR4ttc8Ww,7,0
UChz9LmLfA1Q2SCx32fYw-Og,32,29
UCi22AHGFBBUmdykTf8AMMfg,13,9
UCi3SR4l-4eX54WYyheuSkXw,3,1
UCi7GJNg51C3jgmYTUwqoUXA,38,30
UCi7Zk9baY1tvdlgxIML8MXg,17,15
UCi7wDE2ZTiR5QYYrUY5WhtA,28,28
UCi8e0iOVk1fEOogdfu4YgfA,30,21
UCi9SqUCnW_flgsrl6_PRJFQ,28,28
UCiDYojuf-S9wwMs98aUGbJw,33,30
UCiJUp_NBW2D_UMQIvq2nlPg,30,24
UCiJcM95iuhvQoGkmz30eV1w,31,0
UCiMbglOfIEtT4-4EY-Ruf5Q,36,2
UCiN4rF5XL_fKYOZkGKtdaMQ,21,19
UCiQLg9dp-ui4YzBWrce9Dsg,35,14
UCiQadjXDPqZPwIX4EXAG8OQ,13,11
UCiVm8XcbwS8-pcDEa5lFXIA,25,17
UCiWLfSweyRNmLpgEHekhoAg,33,30
UCiZ2z8F8ilr6SC7lOaxAQ4g,47,41
UCiZC4ppUa90nhv4b4-WiZ5A,38,22
UCi_iNBqvBJJ3oT2oroRdZrg,33,27
UCidiEXdWtuFT6DH3RYiUs3w,59,0
UCifnFdTYxNT-3WZo5krqGLQ,31,6
UCisy6taOAeLfyaCqcMQDfig,89,85
UCixD9UbKvDxzGNiPC_fgHyA,28,25
UCj0sKQk9qjiIfNH22ZBWpxw,113,53
UCj3EXpr5v35g3peVWnVLoew,27,22
UCj4sx4C9ImPJpACdoKW0OtQ,32,16
UCj4vWvd9COCwHgS82TrrPlA,32,21
UCj5K5MThs1DpTWIG6AOVPBw,33,30
UCj7S40KeV1AHEz9CEGNJ34w,31,13
UCjBktdjpQkkf7BHsgISs55w,4,3
UCjD_dIlYBil51LU42cl3EkA,36,29
UCjE9oosITb_DAI8EMcsQ5TA,35,19
UCjElJyiXmQXnWmceQ1JyKrA,32,6
UCjHWv2DU5-HLpogAAr386DQ,30,21
UCjJHHCyCSX02-LGlEr1BKLA,30,21
UCjLKJaDRNAeM0QhfK1yBibg,29,21
UCjWgFEwDOOTVQgVo1yZ8-5A,37,34
UCjZ2GbB_-JHFLKUZAn7jDjg,40,1
UCja8sZ2T4ylIqjggA1Zuukg,38,35
UCjcQ8xYMDg_4-dgKQoHrNmg,19,5
UCjmJDM5pRKbUlVIzDYYWb6g,28,23
UCjo1uN-aM3rmBV46xj7l2KA,36,36
UCjoQwR3riT9mNSwC5A6kRgA,19,17
UCjtUS7-SZTi6pXjUbzGHQCg,36,34
UCjtpP3jb9LOpbGxdNQhk3Qg,5,5
UCjwlodArwCSio3JCWUOK9Mg,30,18
UCjxAUYz6RxbcCYlNZnZcwKQ,26,25
UCjzi56cxvmEDwjo1Bd2Yxpg,56,55
UCk-KURTfguuNATLwmgIk5AQ,34,12
UCk19iYDCu8aV_KTDdELiucw,16,3
UCk1HnZpqA3HDHkiAbMnGFaA,34,18
UCk5TtU79zpTNmQrSUUIm25A,32,16
UCk6ONJlPzjw3DohAeMSgsng,1,1
UCk7DcAEWN8dna2A_KYSSslQ,87,59
UCkBmM3F-oX8YfyfBpc9yKJg,25,23
UCkEfuaP1jl_8M0eOcia9WmA,20,16
UCkGaVPpI3NRWogWB54GxO8g,28,18
UCkGvUEt8iQLmq3aJIMjT2qQ,27,24
